type,numNodessize,NumberOfWords,ID,Sentence,AccessControl,XiaoACP,ModelVerb,PassiveTo,AccessExpression,AbilityExpression,AccessControl,,,,,,,,
normal,8,13,157,The state is based on the classification given to papers by the reviewers.,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,reviewer;give;classification,reviewer;give;papers,,,,,,,
normal,5,8,158,The rest of the webpage is initially empty.,FALSE,,,,,,,,,,,,,,
normal,19,28,159,"After clicking on a paper number several hyperlinks are generated to allow the paper to be downloaded, to display the abstract and to submit or update a review.",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,;click;paper number,;generate;hyperlink,;download;paper,;display;abstract,;submit;review,;update;review,,,
normal,24,32,160,"When a reviewer has submitted all his reviews and has time to review more papers, he may look at the overview containing all papers and select papers for which conflicting reviews exist.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,reviewer;submit;review,he;look;overview,he;look;papers,he;look;select papers,he;look;conflicting review,,,,
normal,8,13,161,The reviewer can be added to the list of reviewers for that paper.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,;add;reviewer,;add;list,;add;reviewer,;add;paper,,,,,
normal,8,10,162,His or her personal webpage will then be updated automatically.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,;update;personal webpage,,,,,,,,
normal,4,5,163,Figure 4 - A reviewer’s page,FALSE,,,,,,,,,,,,,,
normal,21,31,164,"In case a reviewer has already submitted a review of the selected paper, hyperlinks to the reviews of the other reviewers are shown, so that the reviewer can read their opinion.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,reviewer;submit;review,reviewer;submit;paper,reviewer;show;hyperlink,reviewer;show;review,reviewer;read;opinion,,,,
normal,15,21,165,"In case conflicting reviews exist, the reviewers can use the hyperlink that enables easy communication to the other reviewers by email.",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,reviewer;use;hyperlink,reviewer;use enable;easy communication,reviewer;use enable;reviewer,reviewer;use enable;email,,,,,
normal,5,10,166,A copy of the message is sent to the PCC.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;send;message,;send;pcc,,,,,,,
normal,15,21,167,"Further, links are provided that contain all reviews of the reviewer, and all reviews of all reviewers of the paper, respectively.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;provide;link,;contain;review,;contain;reviewer,;contain;review,;contain;reviewer,;contain;paper,,,
normal,13,20,168,"The top frame is automatically updated every 5 minutes, to reflect the current state of the reviews of the papers.",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,;reflect;current state,;reflect;review,;reflect;papers,;update;top frame,,,,,
normal,2,3,169,Classifcation of papers,FALSE,,,,,,,,,,,,,,
normal,14,21,170,"Following Nierstrasz’s pattern Make Champions Explicit , the reviewers are asked to fill in the classification of papers on the review form.",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,reviewer;fill;classification,reviewer;be;papers,reviewer;fill;review form,,,,,,
list-start,4,5,171,The following classifications are used:,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;use;classification,,,,,,,,
list-member,13,13,172,"1) ""I will champion this paper at the PC meeting (Advocate or Accept)"".",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,;use;classification,,,,,,,,
list-member,17,16,173,"2) ""I can accept this paper, but I will not champion it (accept, but could reject)"".",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,;use;classification,,,,,,,,
list-member,19,18,174,"3) ""This paper should be rejected, though I will not fight strongly against it (reject, but could accept)"".",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,;use;classification,,,,,,,,
list-member,13,11,175,"4) ""Serious problems,  I will argue to reject this paper (Detractor)"".",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,;use;classification,,,,,,,,
normal,10,16,176,"In addition, the reviewers must indicate their overall expertise on the topics that a paper covers.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,reviewer;indicate;overall expertise,reviewer;indicate;topic,reviewer;indicate;paper,,,,,,
normal,22,26,177,"This is used to discover papers that have only been reviewed by non-experts, so that the PCC may ask another reviewer to review the paper.",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,reviewer;review;paper,pcc;ask;reviewer,pcc;discover;papers,,,,,,
normal,1,2,178,Conflict detection,FALSE,,,,,,,,,,,,,,
normal,9,14,179,The pattern Identify the Conflicts  is used to determine the state of the reviews.,FALSE,,,,,,,,,,,,,,
normal,9,13,180,The highest and lowest classification given to a paper are taken into account.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;take;classification,;take;paper,,,,,,,
normal,7,10,181,"Using a coloring scheme, the state of reviews is indicated.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;indicate;state,;indicate;review,,,,,,,
list-start,10,16,182,The following colors are used to indicate the state of the reviews on the reviewers’ webpages:,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,;indicate;state,;indicate;review,,,,,,,
list-member,18,9,183,- White: You have not yet submitted tour review,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,;indicate;review,;indicate;state,you;submit;review,,,,,,
list-member,17,8,184,- Pink: Only your review has been submitted,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,;indicate;review,;indicate;state,;submit;review,,,,,,
list-member,17,10,185,- Light green: No classification conflict - A and B only,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,;indicate;review,;indicate;state,,,,,,,
list-member,15,9,186,- Orange: No classification conflict - B and C only,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,;indicate;review,;indicate;state,,,,,,,
list-member,16,9,187,- Green: No classification conflict - C and D only,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,;indicate;review,;indicate;state,,,,,,,
list-member,17,9,188,- Light yellow: Classification conflict - both A and C,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,;indicate;review,;indicate;state,,,,,,,
list-member,15,8,189,- Yellow: Classification conflict - both B and D,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,;indicate;review,;indicate;state,,,,,,,
list-member,17,9,190,- Red: Serious classification conflict - both A and D,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,;indicate;review,;indicate;state,,,,,,,
list-member,12,4,191,- Gold: Accepted Paper,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,;indicate;review,;indicate;state,,,,,,,
title,1,2,192,The PCC,FALSE,,,,,,,,,,,,,,
normal,18,26,193,"The PCC’s tasks are drastically diminished when Cyber-Chair is used, so that he or she can fully focus on the preparation of the PC meeting.",FALSE,,,,,,,,,,,,,,
normal,16,24,194,"CyberChair can handle the paper distribution, collects and categorizes all reviews and prepares overviews of reviews which can be used during the PC meeting.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,cyberchair;collect;review,cyberchair;categorize;review,cyberchair;prepare;overview,cyberchair;prepare;review,,,,,
normal,12,27,195,The table of contents and author index of the proceedings are generated by CyberChair and the camera-ready papers are prepared for electronic delivery to the publisher.,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,cyberchair;generate;table contents,cyberchair;generate;prepare,cyberchair;prepare;camera-ready papers,,,,,,
normal,2,2,196,Paper distribution,FALSE,,,,,,,,,,,,,,
normal,11,17,197,"As soon as the full paper deadline has passed, the papers can be assigned to the reviewers.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,;assign;papers,;assign;reviewer,,,,,,,
normal,4,9,198,CyberChair generates a paper distribution proposal for the PCC.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,cyberchair;generate;paper distribution proposal,,,,,,,,
normal,17,26,199,This is done by combining the reviewers’ expertise and willingness to review papers on certain topics with the preferences the reviewers indicated by bidding for papers.,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,;do;expertise,;do;willingness,reviewer;indicate;preference,,,,,,
normal,3,4,200,Monitoring the review process,FALSE,,,,,,,,,,,,,,
list-start,12,17,201,"The PCC can monitor the review process by using several overviews, which are generated at regular intervals:",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,pcc;monitor;process,pcc;use;overview,;generate;overview,,,,,,
list-member,17,9,202, -The number of reviews submitted by each reviewer.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,pcc;use;overview,pcc;monitor;process,;generate;overview,;generate;number,;generate;review,reviewer;submit;review,,,
list-member,21,18,203,"- A one-page overview of all reviews and their state, with hyperlinks to the reviews (figure 5).",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,pcc;use;overview,pcc;monitor;process,;generate;overview,;generate;one-page overview,;generate;review,;generate;state,,,
list-member,20,13,204,"- An overview with categories of papers, based on their classification (figure 6).",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,pcc;use;overview,pcc;monitor;process,;generate;overview,;generate;overview,;generate;category,;generate;papers,;generate;classification,,
list-member,27,20,205,"- An overveiw of 'champions' of paper, i.e. reviewers who indicate they would like thes papers to be accepted.",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,pcc;use;overview,pcc;monitor;process,;generate;overview,;generate;overview,;generate;champion,;generate;papers,reviewer;indicate;papers,,
list-member,40,39,206,- Low expertise reviews: Papers that have only been reviewed by reviewers who indicated that they are no expert on the topics the paper covers; The chair may ask additional reviewers to read the paper and submit a review.,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,pcc;use;overview,pcc;monitor;process,;generate;overview,;submit;review,;generate;low expertise review,reviewer;indicate;expert,,,
normal,12,14,207,"This is also available to all reviewers, which might speed up the review process.",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,reviewer;available;this,,,,,,,,
normal,14,24,208,"After the PC meeting, the PCC must inform the maintainer about the accepted papers, so that the notifications can be sent to the authors.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,;send;author,;send;notification,,,,,,,
title,1,1,209,IMPLEMENTATION,FALSE,,,,,,,,,,,,,,
normal,16,26,210,"CyberChair is composed of a set of Common Gateway Interface (CGI) scripts, which are activated by the webforms that are used by the authors and reviewers.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,author;use;webform,reviewer;use;webform,,,,,,,
normal,15,28,211,Other scripts are so-called administrative scripts which are either started by the maintainer or automatically at regular intervals by the system (e.g. crontab on Unix systems).,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,maintainer;start;so-called administrative script,,,,,,,,
normal,13,20,212,"The CGI scripts have been written in Python, a very powerful, easy-to-learn programming language, which allows rapid implementation.",FALSE,,,,,,,,,,,,,,
normal,8,14,213,Like Java it runs on a virtual machine and is available for many platforms.,FALSE,,,,,,,,,,,,,,
normal,8,11,214,The implementation of some parts of CyberChair is not that trivial.,FALSE,,,,,,,,,,,,,,
normal,6,7,215,Those parts are explained in this section.,FALSE,,,,,,,,,,,,,,
title,2,2,216,Paper Distribution,FALSE,,,,,,,,,,,,,,
normal,15,25,217,"The current implementation collects the preferences (bids), expertise levels and willingness to review papers on certain topics and the conflicts of interest of the reviewers.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,implementation;collect;preference,implementation;collect;expertise level,implementation;collect;willingness,implementation;collect;conflict interest,,,,,
normal,31,39,218,"Currently the script is tuned to assign as much as possible papers to reviewers based on their preferences, provided that all papers are assigned to exactly 4 reviewers and all reviewers are assigned approximately the same number of papers.",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,;assign;reviewer,;assign;papers,;assign;reviewer,;assign;preference,,,,,
normal,10,13,219,Graph theory (nodes with labeled edges) is used to solve this assignment problem.,FALSE,,,,,,,,,,,,,,
normal,10,18,220,"For each paper, a list of the reviewers who indicated a high preference for the paper is generated.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;generate;list,;generate;reviewer,;generate;high preference,;generate;paper,reviewer;indicate;paper,reviewer;indicate;high preference,,,
normal,14,18,221,"This list is sorted, based on the number of papers the reviewers have already been assigned so far.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;assign;reviewer,;sort;list,;sort;number,;sort;papers,,,,,
normal,10,15,222,The 4 reviewers with the least number of papers assigned so far ’get’ the paper.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;assign;papers,;assign;reviewer,;assign;paper,,,,,,
normal,17,25,223,"In case there are less than 4 reviewers, this process is repeated with the list of reviewers who indicated a low preference for the paper.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;be;reviewer,process;repeat;list,process;repeat;reviewer,reviewer;indicate;low preference,reviewer;indicate;paper,,,,
normal,21,36,224,"If there are still not enough reviewers for the paper, the expertise level of reviewers of all topics the paper covers is calculated and the paper is assigned to the reviewers with the highest overall expertise.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;assign;reviewer,;calculate;expertise level,;calculate;reviewer,;calculate;topic,;calculate;paper,;assign;paper,,,
normal,15,21,225,"In case the ’expertise-value’ is equal, the reviewer with the least number of papers assigned so far ’gets’ the paper.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;assign;paper,;assign;reviewer,;assign;papers,,,,,,
normal,30,33,226,"Note that reviewers may have indicated that they do not want to review papers that cover certain conference topics, while they also indicated a preference for certain papers that cover just those topics.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,reviewer;indicate;want,reviewer;indicate;preference,reviewer;indicate;papers,reviewer;indicate;topic,,,,,
normal,3,6,227,The preference ’wins’ in such cases.,FALSE,,,,,,,,,,,,,,
normal,19,23,228,"In case not enough reviewers can be found to review a paper, this is an indication that the script should be better tuned.",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,;review;paper,;find;reviewer,,,,,,,
normal,7,9,229,Apparently the pool of experts is not full enough.,FALSE,,,,,,,,,,,,,,
normal,14,22,230,The size of this pool is influenced by the maximum number of papers that is assigned to reviewers based on their preferences.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;assign;reviewer,;assign;preference,,,,,,,
normal,23,30,231,"When a reviewer reaches this maximum, he or she will not be part of the preference lists, because apparently his or her expertise is needed to review ’less popular’ papers.",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,reviewer;reach;maximum,reviewer;review;popular papers,,,,,,,
normal,7,9,232,The script is currently optimally tuned for ECOOP 2000.,FALSE,,,,,,,,,,,,,,
normal,21,33,233,"For each conference or workshop the tuning should be considered carefully, since it heavily depends on the number of submissions, the number of reviewers, their expertise and the number of papers per reviewer.",FALSE,,,,,,,,,,,,,,
normal,8,13,234,Figure 7 shows a part of a paper distribution as generated by CyberChair.,FALSE,,,,,,,,,,,,,,
normal,33,46,235,"In general, either a large percentage of preferences is assigned (in case reviewers selected enough papers that were indeed submitted), or the number of preferences that was assigned is high (in case a reviewer indicated more papers than the maximum number of papers assigned to reviewers).",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;assign;reviewer,;assign;papers,;assign;preference,reviewer;select;papers,reviewer;indicate;papers,,,,
normal,2,2,236,Reviewers’ pages,FALSE,,,,,,,,,,,,,,
normal,11,18,237,The pages of the reviewers are generated once by the maintainer when the paper distribution has been done.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,maintainer;generate;reviewer page,;do;paper distribution,,,,,,,
normal,10,13,238,"As mentioned before, a reviewer’s page consists of several frames (a frame set).",FALSE,,,,,,,,,,,,,,
normal,14,26,239,"The top frame, containing the paper numbers in colored boxes, is updated every 5 minutes by using a so-called meta tag containing the ’refresh’ option.",FALSE,,,,,,,,,,,,,,
normal,11,21,240,This allows automatic reloading of a page of which the Universal Resource Location (URL) is indicated in the same meta tag.,FALSE,,,,,,,,,,,,,,
normal,22,40,241,"For the frame to display the current state of reviews, the URL is not the name of a file, but the name of a CGI script which recalculates the state of all papers and ’prints’ its output in the frame.",FALSE,,,,,,,,,,,,,,
normal,3,5,242,Figure 7 - Paper distribution overview,FALSE,,,,,,,,,,,,,,
normal,19,30,243,"When the reviewer clicks on a paper number, this causes the activation of a CGI script that in its turn generates a frameset, consisting of 3 frames (See figure 4).",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,reviewer;click;paper number,,,,,,,,
normal,10,22,244,Each of these frames is filled by using the name of a CGI script in the SRC tag of the frame definition.,FALSE,,,,,,,,,,,,,,
normal,15,25,245,"The left frame will contain a list of hyperlinks for downloading a paper, displaying the abstract, submitting a review, or looking at other reviewers’ reviews.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,;display;abstract,;submit;review,;download;paper,;look;review,;look;reviewer,,,,
normal,9,23,246,The frame in the middle of the browser window will contain the paper title and the names of the authors of the paper.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,;contain;paper title,;contain;name,;contain;author,;contain;paper,,,,,
normal,6,11,247,The lower right frame initially contains the abstract of the paper.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;contain;abstract,;contain;paper,,,,,,,
normal,23,35,248,"As soon as the reviewer has submitted his or her review, the review will be the default to be displayed in this frame when the reviewer clicks on the paper number in the top frame.",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,reviewer;click;paper number,reviewer;submit;review,,,,,,,
normal,12,14,249,We are aware that the pages could also have been created by using tables.,FALSE,,,,,,,,,,,,,,
normal,12,16,250,Sites like Amazon  use this style and regenerate a complete new page after every mouse click.,FALSE,,,,,,,,,,,,,,
normal,14,16,251,"This is quite inefficient, because much of the data that did not change is also regenerated.",FALSE,,,,,,,,,,,,,,
normal,21,29,252,"Using frames allows for updates on specific parts of the screen, so that only data that has changed can be updated without the need to refresh the complete screen.",FALSE,,,,,,,,,,,,,,
normal,26,32,253,"Moreover, since we chose to regenerate the state of all papers displayed on the reviewer’s webpage every 5 minutes, this would make it almost impossible for reviewers to enter a review form.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,;display;state,;display;papers,reviewer;enter;review,,,,,,
normal,16,21,254,Especially that part of the browser window must be left as is while the reviewer is filling in the review form.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,reviewer;fill;review form,,,,,,,,
normal,12,17,255,"After filling in a review form, the reviewer is asked to click on a button labeled ’Continue’.",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,reviewer;fill;review form,reviewer;click;button,,,,,,,
normal,12,18,256,"This causes a regeneration of the frameset, which will now show hyperlinks to the reviews of other reviewers.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,;show;hyperlink,;show;review,;show;reviewer,,,,,,
normal,10,11,257,Not all reviewers like to fill in review forms on-line.,FALSE,,,,,,,,,,,,,,
normal,16,23,258,"Therefore, a template is provided to the reviewers which they can use to fill in reviews off-line and send them by email.",FALSE,,,,,,,,,,,,,,
normal,14,22,259,CyberChair checks the review forms for correctness and transforms them into a format that can be used for display in a browser.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,cyberchair;check;form,cyberchair;transform;format,,,,,,,
normal,15,20,260,"To be able to protect the reviews from outsiders, each reviewer gets his or her own directory on the webserver.",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,reviewer;get;directory,,,,,,,,
normal,6,8,261,"Access is controlled by a file called ""htaccess""",FALSE,,,,,,,,,,,,,,
normal,13,18,262,This file contains the login names of those who are allowed to access the files in that directory.,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,who;access;file,;access;directory,,,,,,,
normal,14,21,263,"All review files a reviewer needs, such as the review form and other reviewers’ reviews, are written in the reviewer’s directory.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,reviewer;need;file,reviewer;need;review form,reviewer;need;reviewer,;write;directory,,,,,
normal,16,25,264,"Each time the reviewer clicks on a paper number in the top frame, CyberChair checks if the reviewer has already submitted his or her review.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,reviewer;click;paper number,reviewer;submit;review,cyberchair;check;submit,,,,,,
normal,14,21,265,"If this is the case, then the reviews of the other reviewers for this paper are copied into the reviewer’s directory.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;copy;review,;copy;reviewer,;copy;directory,,,,,,
normal,9,14,266,"This way, the reviewer can always look at the latest version of the reviews.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,reviewer;look;version,reviewer;look;review,,,,,,,
normal,11,20,267,"When displaying a review, the date and time of the last update of the review is shown as extra check.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;display;review,;show;date,;show;time,;show;review,,,,,
title,2,2,268,RELATED WORK,FALSE,,,,,,,,,,,,,,
normal,17,26,269,"Although more conference management systems exist  and many conferences use electronic uploading and some kind of reviewing system, no such system was found in the literature.",FALSE,,,,,,,,,,,,,,
normal,8,13,270,A commonality between BSCW  and CyberChair is that both provide a shared workspace.,FALSE,,,,,,,,,,,,,,
normal,10,11,271,"BSCW could therefore be used to store abstracts, papers and reviews.",FALSE,,,,,,,,,,,,,,
normal,16,18,272,It is not clear to us if BSCW could also be used to create a dynamic review system.,FALSE,,,,,,,,,,,,,,
normal,19,33,273,"From personal communication with its creator we know that the conference on Object-Oriented Programming, Systems, Languages and Applications (OOPSLA) uses a system like CyberChair, which is implemented with so-called Java servlets.",FALSE,,,,,,,,,,,,,,
normal,4,9,274,The Artefact Framework  uses html frames like Cyber-Chair.,FALSE,,,,,,,,,,,,,,
normal,11,15,275,The authors claim that there is no provision for a server to send asynchronous updates.,FALSE,,,,,,,,,,,,,,
normal,13,16,276,We showed that browsers of today are able to send requests without the user taking action.,FALSE,,,,,,,,,,,,,,
normal,10,15,277,"The problematic use of groupware applications, as reported in several publications  is not affecting CyberChair.",FALSE,,,,,,,,,,,,,,
normal,6,8,278,One reason is that users like the system.,FALSE,,,,,,,,,,,,,,
normal,14,14,279,Other reasons are that authors are forced to use it to submit their paper.,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,author;submit;paper,,,,,,,,
normal,6,9,280,"For reviewers, the features available to them are options.",FALSE,,,,,,,,,,,,,,
normal,14,20,281,"If a reviewer wishes, he or she may send reviews by email, and never look at his or her webpage.",FALSE,,,,,,,,,,,,,,
normal,17,25,282,"Further, a reason for easy acceptance by its users is that CyberChair is in fact merely an automation of a fairly simple, well known process.",FALSE,,,,,,,,,,,,,,
normal,10,18,283,In The Information Lens  the authors focus on sharing information among a group of people to solve problems.,FALSE,,,,,,,,,,,,,,
normal,10,17,284,This problem is handled by CyberChair by the conflict detection mechanism and availability of other reviewers’ reviews.,FALSE,,,,,,,,,,,,,,
normal,22,33,285,"In doing so, the PC can prepare themselves optimally for the PC meeting, thereby avoiding the problems mentioned by Stefik et al. , who provide groupware support for collaboration and problem solving during meetings.",FALSE,,,,,,,,,,,,,,
normal,18,26,286,A commonality between CyberChair and gIBIS  is that both systems provide means to make high-quality decisions by providing the group members’ arguments to each other.,FALSE,,,,,,,,,,,,,,
normal,7,8,287,"We hope, by describing CyberChair, to have answered",FALSE,,,,,,,,,,,,,,
normal,5,11,288,A. Dix’s questions about the usefulness of the web for CSCW .,FALSE,,,,,,,,,,,,,,
title,1,1,289,CONCLUSIONS,FALSE,,,,,,,,,,,,,,
normal,8,13,290,"CyberChair significantly reduces the workload of the PC, by doing all necessary bookkeeping.",FALSE,,,,,,,,,,,,,,
normal,10,17,291,"It eases the submission of author information, papers and reviews instantly in electronic form, using the web.",FALSE,,,,,,,,,,,,,,
normal,9,12,292,The reviewers’ reviews are compared to the other reviews to detect conflicts.,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,;detect;conflict,;compare;review,;compare;review,,,,,,
normal,14,20,293,"Further, it allows reviewers to learn about each other’s opinions, which provides means for good preparation for the PC meeting.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,reviewer;learn;opinion,,,,,,,,
normal,11,22,294,"CyberChair supports preparation of the proceedings by generating the table of contents and author index, based on the input of the authors.",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,cyberchair;support;preparation proceedings,cyberchair;generate;table contents,cyberchair;generate;author index,,,,,,
normal,12,16,295,"More conference management systems exist , although we could not find publications about them in the litterature.",FALSE,,,,,,,,,,,,,,
normal,15,24,296,"As far as we know from the comments of its users, CyberChair is the only system that has implemented the patterns identified by Nierstrasz.",FALSE,,,,,,,,,,,,,,
normal,23,29,297,"The conflict detection and coloring scheme used to indicate the state of reviews has, as far as we know, not been used in other systems that handle review processes.",FALSE,,,,,,,,,,,,,,
normal,9,14,298,The paper distribution problem addressed by CyberChair is using theory from another discipline: Mathematics.,FALSE,,,,,,,,,,,,,,
normal,13,19,299,"CyberChair collects abstracts, papers and reviews and can therefore be regarded as a system that provides a shared workspace.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,cyberchair;collect;abstract,cyberchair;collect;papers,cyberchair;collect;review,cyberchair;provide;shared workspace,,,,,
normal,15,20,300,"It helps the PC to select the best papers for the conference, which makes it a group decision support system.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,pc;select;papers,pc;select;conference,,,,,,,
normal,13,22,301,"Since the authors and the PC are working together towards the proceedings, it can also be seen as a collaborative authoring system.",FALSE,,,,,,,,,,,,,,
normal,23,26,302,"As of this writing, CyberChair has been used successfully for 10 conferences or workshops, while currently half a dozen other conferences are planning to use it.",FALSE,,,,,,,,,,,,,,
normal,6,10,303,A demonstration system of CyberChair is available at its homepage .,FALSE,,,,,,,,,,,,,,
